attempt_index,provider,requested_model_id,model_alias
1015,anthropic,claude-sonnet-5,anthropic_sonnet5
1016,anthropic,claude-sonnet-5,anthropic_sonnet5
1017,anthropic,claude-sonnet-5,anthropic_sonnet5
1018,anthropic,claude-sonnet-5,anthropic_sonnet5
1019,anthropic,claude-sonnet-5,anthropic_sonnet5
1020,anthropic,claude-sonnet-5,anthropic_sonnet5
1021,anthropic,claude-sonnet-5,anthropic_sonnet5
1022,anthropic,claude-sonnet-5,anthropic_sonnet5
1023,anthropic,claude-sonnet-5,anthropic_sonnet5
1024,anthropic,claude-sonnet-5,anthropic_sonnet5
1025,anthropic,claude-sonnet-5,anthropic_sonnet5
1026,anthropic,claude-sonnet-5,anthropic_sonnet5
1027,openai,gpt-5.6-sol,openai_gpt56_sol
1028,openai,gpt-5.6-sol,openai_gpt56_sol
1029,openai,gpt-5.6-sol,openai_gpt56_sol
1030,openai,gpt-5.6-sol,openai_gpt56_sol
1031,openai,gpt-5.6-sol,openai_gpt56_sol
1032,openai,gpt-5.6-sol,openai_gpt56_sol
1033,openai,gpt-5.6-sol,openai_gpt56_sol
1034,openai,gpt-5.6-sol,openai_gpt56_sol
1035,openai,gpt-5.6-sol,openai_gpt56_sol
1036,openai,gpt-5.6-sol,openai_gpt56_sol
1037,openai,gpt-5.6-sol,openai_gpt56_sol
1038,openai,gpt-5.6-sol,openai_gpt56_sol
1039,openai,gpt-5.6-sol,openai_gpt56_sol
1040,openai,gpt-5.6-sol,openai_gpt56_sol
1041,openai,gpt-5.6-sol,openai_gpt56_sol
1042,openai,gpt-5.6-sol,openai_gpt56_sol
1043,openai,gpt-5.6-sol,openai_gpt56_sol
1044,openai,gpt-5.6-sol,openai_gpt56_sol
1045,openai,gpt-5.6-sol,openai_gpt56_sol
1046,openai,gpt-5.6-sol,openai_gpt56_sol
1047,openai,gpt-5.6-sol,openai_gpt56_sol
1048,openai,gpt-5.6-sol,openai_gpt56_sol
1049,openai,gpt-5.6-sol,openai_gpt56_sol
1050,openai,gpt-5.6-sol,openai_gpt56_sol
1051,openai,gpt-5.6-sol,openai_gpt56_sol
1052,openai,gpt-5.6-sol,openai_gpt56_sol
1053,openai,gpt-5.6-sol,openai_gpt56_sol
1054,openai,gpt-5.6-sol,openai_gpt56_sol
1055,anthropic,claude-sonnet-5,anthropic_sonnet5
1056,anthropic,claude-sonnet-5,anthropic_sonnet5
1057,anthropic,claude-sonnet-5,anthropic_sonnet5
1058,anthropic,claude-sonnet-5,anthropic_sonnet5
1059,anthropic,claude-sonnet-5,anthropic_sonnet5
1060,anthropic,claude-sonnet-5,anthropic_sonnet5
1061,anthropic,claude-sonnet-5,anthropic_sonnet5
1062,anthropic,claude-sonnet-5,anthropic_sonnet5
1063,anthropic,claude-sonnet-5,anthropic_sonnet5
1064,anthropic,claude-sonnet-5,anthropic_sonnet5
1065,anthropic,claude-sonnet-5,anthropic_sonnet5
1066,anthropic,claude-sonnet-5,anthropic_sonnet5
1067,anthropic,claude-sonnet-5,anthropic_sonnet5
1068,anthropic,claude-sonnet-5,anthropic_sonnet5
1069,anthropic,claude-sonnet-5,anthropic_sonnet5
1070,anthropic,claude-sonnet-5,anthropic_sonnet5
1071,anthropic,claude-sonnet-5,anthropic_sonnet5
1072,anthropic,claude-sonnet-5,anthropic_sonnet5
1073,anthropic,claude-sonnet-5,anthropic_sonnet5
1074,anthropic,claude-sonnet-5,anthropic_sonnet5
1075,anthropic,claude-sonnet-5,anthropic_sonnet5
1076,anthropic,claude-sonnet-5,anthropic_sonnet5
1077,anthropic,claude-sonnet-5,anthropic_sonnet5
1078,anthropic,claude-sonnet-5,anthropic_sonnet5
1079,anthropic,claude-sonnet-5,anthropic_sonnet5
1080,anthropic,claude-sonnet-5,anthropic_sonnet5
1081,anthropic,claude-sonnet-5,anthropic_sonnet5
1082,anthropic,claude-sonnet-5,anthropic_sonnet5
1083,openai,gpt-5.6-sol,openai_gpt56_sol
1084,openai,gpt-5.6-sol,openai_gpt56_sol
1085,openai,gpt-5.6-sol,openai_gpt56_sol
1086,openai,gpt-5.6-sol,openai_gpt56_sol
1087,openai,gpt-5.6-sol,openai_gpt56_sol
1088,openai,gpt-5.6-sol,openai_gpt56_sol
1089,openai,gpt-5.6-sol,openai_gpt56_sol
1090,openai,gpt-5.6-sol,openai_gpt56_sol
1091,openai,gpt-5.6-sol,openai_gpt56_sol
1092,openai,gpt-5.6-sol,openai_gpt56_sol
1093,openai,gpt-5.6-sol,openai_gpt56_sol
1094,openai,gpt-5.6-sol,openai_gpt56_sol
1095,openai,gpt-5.6-sol,openai_gpt56_sol
1096,openai,gpt-5.6-sol,openai_gpt56_sol
1097,openai,gpt-5.6-sol,openai_gpt56_sol
1098,openai,gpt-5.6-sol,openai_gpt56_sol
1099,openai,gpt-5.6-sol,openai_gpt56_sol
1100,openai,gpt-5.6-sol,openai_gpt56_sol
1101,openai,gpt-5.6-sol,openai_gpt56_sol
1102,openai,gpt-5.6-sol,openai_gpt56_sol
1103,openai,gpt-5.6-sol,openai_gpt56_sol
1104,openai,gpt-5.6-sol,openai_gpt56_sol
1105,openai,gpt-5.6-sol,openai_gpt56_sol
1106,openai,gpt-5.6-sol,openai_gpt56_sol
1107,openai,gpt-5.6-sol,openai_gpt56_sol
1108,openai,gpt-5.6-sol,openai_gpt56_sol
1109,openai,gpt-5.6-sol,openai_gpt56_sol
1110,openai,gpt-5.6-sol,openai_gpt56_sol
1111,anthropic,claude-sonnet-5,anthropic_sonnet5
1112,anthropic,claude-sonnet-5,anthropic_sonnet5
1113,anthropic,claude-sonnet-5,anthropic_sonnet5
1114,anthropic,claude-sonnet-5,anthropic_sonnet5
1115,anthropic,claude-sonnet-5,anthropic_sonnet5
1116,anthropic,claude-sonnet-5,anthropic_sonnet5
1117,anthropic,claude-sonnet-5,anthropic_sonnet5
1118,anthropic,claude-sonnet-5,anthropic_sonnet5
1119,anthropic,claude-sonnet-5,anthropic_sonnet5
1120,anthropic,claude-sonnet-5,anthropic_sonnet5
1121,anthropic,claude-sonnet-5,anthropic_sonnet5
1122,anthropic,claude-sonnet-5,anthropic_sonnet5
1123,anthropic,claude-sonnet-5,anthropic_sonnet5
1124,anthropic,claude-sonnet-5,anthropic_sonnet5
1125,anthropic,claude-sonnet-5,anthropic_sonnet5
1126,anthropic,claude-sonnet-5,anthropic_sonnet5
1127,anthropic,claude-sonnet-5,anthropic_sonnet5
1128,anthropic,claude-sonnet-5,anthropic_sonnet5
1129,anthropic,claude-sonnet-5,anthropic_sonnet5
1130,anthropic,claude-sonnet-5,anthropic_sonnet5
1131,anthropic,claude-sonnet-5,anthropic_sonnet5
1132,anthropic,claude-sonnet-5,anthropic_sonnet5
1133,anthropic,claude-sonnet-5,anthropic_sonnet5
1134,anthropic,claude-sonnet-5,anthropic_sonnet5
1135,anthropic,claude-sonnet-5,anthropic_sonnet5
1136,anthropic,claude-sonnet-5,anthropic_sonnet5
1137,anthropic,claude-sonnet-5,anthropic_sonnet5
1138,anthropic,claude-sonnet-5,anthropic_sonnet5
1139,anthropic,claude-sonnet-5,anthropic_sonnet5
